"No.","Time","Delta TIme","Source","Destination","Protocol","Length","S. Port","D. Port","Info"
"15046","312.034230","0.019938","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15047","312.052972","0.018742","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15048","312.071787","0.018815","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15049","312.090885","0.019098","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15050","312.110152","0.019267","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15051","312.119665","0.009513","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"15052","312.129428","0.009763","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15053","312.151187","0.021759","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15054","312.172844","0.021657","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15055","312.194709","0.021865","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15056","312.216149","0.021440","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15057","312.235907","0.019758","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15058","312.255374","0.019467","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15059","312.275808","0.020434","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15060","312.296135","0.020327","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15061","312.316177","0.020042","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15062","312.336800","0.020623","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15063","312.358298","0.021498","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15064","312.379505","0.021207","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15065","312.401280","0.021775","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15066","312.421464","0.020184","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15067","312.443313","0.021849","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15068","312.465740","0.022427","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15069","312.488594","0.022854","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15070","312.510492","0.021898","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15071","312.533144","0.022652","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15072","312.553435","0.020291","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15073","312.573692","0.020257","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15074","312.594176","0.020484","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15075","312.615419","0.021243","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15076","312.635662","0.020243","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15077","312.656141","0.020479","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15078","312.676481","0.020340","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15079","312.697557","0.021076","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15080","312.718310","0.020753","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15081","312.738051","0.019741","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15082","312.758621","0.020570","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15083","312.779573","0.020952","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15084","312.799458","0.019885","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15085","312.820351","0.020893","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15086","312.840965","0.020614","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15087","312.862802","0.021837","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15088","312.884441","0.021639","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15089","312.905065","0.020624","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15090","312.926317","0.021252","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15091","312.946271","0.019954","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15092","312.967203","0.020932","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15093","312.989280","0.022077","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15094","313.011492","0.022212","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15095","313.033279","0.021787","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15096","313.054760","0.021481","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15097","313.076693","0.021933","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15098","313.099452","0.022759","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15099","313.119369","0.019917","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15100","313.140748","0.021379","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15101","313.163321","0.022573","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15102","313.185507","0.022186","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15103","313.206380","0.020873","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15104","313.226217","0.019837","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15105","313.246700","0.020483","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15106","313.266630","0.019930","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15107","313.286237","0.019607","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15108","313.307644","0.021407","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15109","313.329641","0.021997","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15110","313.351113","0.021472","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15111","313.372215","0.021102","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15112","313.393412","0.021197","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15113","313.415917","0.022505","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15114","313.438010","0.022093","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15115","313.438074","0.000064","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"15116","313.460037","0.021963","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15117","313.482336","0.022299","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15118","313.504254","0.021918","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15119","313.525988","0.021734","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15120","313.547210","0.021222","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15121","313.568713","0.021503","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15122","313.587470","0.018757","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15123","313.609650","0.022180","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15124","313.632576","0.022926","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15125","313.654866","0.022290","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15126","313.676951","0.022085","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15127","313.698792","0.021841","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15128","313.720502","0.021710","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15129","313.740208","0.019706","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15130","313.759865","0.019657","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15131","313.780414","0.020549","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15132","313.801314","0.020900","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15133","313.821221","0.019907","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15134","313.840729","0.019508","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15135","313.860736","0.020007","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15136","313.881678","0.020942","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15137","313.902445","0.020767","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15138","313.923644","0.021199","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15139","313.945765","0.022121","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15140","313.968264","0.022499","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15141","313.990171","0.021907","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15142","314.012118","0.021947","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15143","314.034384","0.022266","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15144","314.057019","0.022635","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15145","314.077964","0.020945","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15146","314.098876","0.020912","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15147","314.118578","0.019702","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15148","314.139393","0.020815","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15149","314.158921","0.019528","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15150","314.180901","0.021980","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15151","314.202701","0.021800","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15152","314.223781","0.021080","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15153","314.243022","0.019241","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15154","314.263635","0.020613","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15155","314.283612","0.019977","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15156","314.304785","0.021173","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15157","314.324321","0.019536","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15158","314.343945","0.019624","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15159","314.363772","0.019827","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15160","314.384713","0.020941","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15161","314.405140","0.020427","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15162","314.425459","0.020319","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15163","314.447722","0.022263","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15164","314.470260","0.022538","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15165","314.491403","0.021143","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15166","314.513215","0.021812","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15167","314.535668","0.022453","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15168","314.557725","0.022057","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15169","314.577058","0.019333","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15170","314.597578","0.020520","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15171","314.620008","0.022430","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15172","314.641239","0.021231","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15173","314.663867","0.022628","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15174","314.685041","0.021174","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15175","314.706976","0.021935","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15176","314.727575","0.020599","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15177","314.747233","0.019658","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15178","314.757269","0.010036","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"15179","314.766959","0.009690","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15180","314.786602","0.019643","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15181","314.807451","0.020849","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15182","314.827757","0.020306","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15183","314.847709","0.019952","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15184","314.867508","0.019799","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15185","314.888482","0.020974","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15186","314.910082","0.021600","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15187","314.932633","0.022551","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15188","314.954542","0.021909","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15189","314.976472","0.021930","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15190","314.997464","0.020992","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15191","315.019203","0.021739","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15192","315.039326","0.020123","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15193","315.060818","0.021492","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15194","315.082878","0.022060","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15195","315.105530","0.022652","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15196","315.126718","0.021188","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15197","315.148289","0.021571","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15198","315.170235","0.021946","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15199","315.192237","0.022002","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15200","315.214525","0.022288","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15201","315.234704","0.020179","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15202","315.254537","0.019833","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15203","315.275269","0.020732","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15204","315.295648","0.020379","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15205","315.316108","0.020460","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15206","315.336352","0.020244","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15207","315.356036","0.019684","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15208","315.376258","0.020222","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15209","315.397050","0.020792","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15210","315.418186","0.021136","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15211","315.440682","0.022496","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15212","315.463013","0.022331","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15213","315.485120","0.022107","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15214","315.506986","0.021866","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15215","315.528196","0.021210","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15216","315.550967","0.022771","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15217","315.573200","0.022233","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15218","315.592016","0.018816","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15219","315.614044","0.022028","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15220","315.635020","0.020976","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15221","315.655191","0.020171","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15222","315.674378","0.019187","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15223","315.694969","0.020591","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15224","315.716249","0.021280","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15225","315.736941","0.020692","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15226","315.757036","0.020095","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15227","315.776788","0.019752","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15228","315.796858","0.020070","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15229","315.816183","0.019325","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15230","315.835846","0.019663","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15231","315.855617","0.019771","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15232","315.875890","0.020273","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15233","315.896930","0.021040","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15234","315.916444","0.019514","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15235","315.936508","0.020064","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15236","315.957182","0.020674","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15237","315.975500","0.018318","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15238","315.997784","0.022284","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15239","316.020001","0.022217","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15240","316.042228","0.022227","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15241","316.064851","0.022623","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15242","316.065763","0.000912","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"15243","316.086852","0.021089","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15244","316.108584","0.021732","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15245","316.131050","0.022466","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15246","316.151437","0.020387","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15247","316.173553","0.022116","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15248","316.194615","0.021062","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15249","316.214913","0.020298","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15250","316.235472","0.020559","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15251","316.255715","0.020243","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15252","316.275549","0.019834","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15253","316.295486","0.019937","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15254","316.314890","0.019404","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15255","316.334889","0.019999","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15256","316.354178","0.019289","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15257","316.374767","0.020589","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15258","316.396221","0.021454","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15259","316.417862","0.021641","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15260","316.440336","0.022474","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15261","316.462498","0.022162","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15262","316.484765","0.022267","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15263","316.504634","0.019869","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15264","316.525738","0.021104","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15265","316.546928","0.021190","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15266","316.568433","0.021505","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15267","316.587874","0.019441","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15268","316.608816","0.020942","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15269","316.631319","0.022503","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15270","316.653891","0.022572","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15271","316.675712","0.021821","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15272","316.698231","0.022519","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15273","316.720356","0.022125","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15274","316.740470","0.020114","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15275","316.760181","0.019711","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15276","316.780779","0.020598","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15277","316.801128","0.020349","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15278","316.821341","0.020213","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15279","316.841217","0.019876","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15280","316.861048","0.019831","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15281","316.880798","0.019750","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15282","316.902214","0.021416","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15283","316.923587","0.021373","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15284","316.946383","0.022796","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15285","316.967588","0.021205","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15286","316.989537","0.021949","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15287","317.011351","0.021814","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15288","317.032643","0.021292","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15289","317.054610","0.021967","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15290","317.076641","0.022031","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15291","317.099228","0.022587","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15292","317.120106","0.020878","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15293","317.140457","0.020351","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"15294","317.161141","0.020684","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
